State of Residence,State of Residence Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Year,Year Code,Births,% of Total Births,Average Age of Mother (years),Standard Deviation for Average Age of Mother
Massachusetts,25,40-44 years,40-44,"Associate degree (AA, AS)",5,2019,2019,100,0.00%,41.07,1.21
Massachusetts,25,40-44 years,40-44,"Associate degree (AA, AS)",5,2020,2020,102,0.00%,41,1.06
Massachusetts,25,40-44 years,40-44,"Associate degree (AA, AS)",5,2021,2021,115,0.00%,41.05,1.11
Massachusetts,25,40-44 years,40-44,"Associate degree (AA, AS)",5,2022,2022,124,0.00%,41.18,1.28
Massachusetts,25,40-44 years,40-44,"Associate degree (AA, AS)",5,2023,2023,120,0.00%,41.12,1.22
Massachusetts,25,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2018,2018,539,0.00%,41.09,1.23
Massachusetts,25,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2019,2019,532,0.00%,40.97,1.16
Massachusetts,25,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2020,2020,528,0.00%,41.15,1.19
Massachusetts,25,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2021,2021,594,0.00%,41.1,1.19
Massachusetts,25,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2022,2022,614,0.00%,41.08,1.21
Massachusetts,25,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,2023,2023,568,0.00%,40.99,1.13
Massachusetts,25,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,501,0.00%,41.17,1.25
Massachusetts,25,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,543,0.00%,41.18,1.2
Massachusetts,25,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,508,0.00%,41.24,1.26
Massachusetts,25,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,607,0.00%,41.09,1.23
Massachusetts,25,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,621,0.00%,41.18,1.28
Massachusetts,25,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,533,0.00%,41.17,1.18
Massachusetts,25,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,181,0.00%,41.13,1.19
Massachusetts,25,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,236,0.00%,41.03,1.17
Massachusetts,25,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,201,0.00%,41.18,1.15
Massachusetts,25,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,223,0.00%,41.07,1.21
Massachusetts,25,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,237,0.00%,41.17,1.25
Massachusetts,25,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,232,0.00%,41.22,1.23
Massachusetts,25,40-44 years,40-44,Unknown or Not Stated,Unk,2018,2018,59,0.00%,41.25,1.36
Massachusetts,25,40-44 years,40-44,Unknown or Not Stated,Unk,2019,2019,61,0.00%,41.25,1.08
Massachusetts,25,40-44 years,40-44,Unknown or Not Stated,Unk,2020,2020,67,0.00%,41.42,1.35
Massachusetts,25,40-44 years,40-44,Unknown or Not Stated,Unk,2021,2021,46,0.00%,41.24,1.27
Massachusetts,25,40-44 years,40-44,Unknown or Not Stated,Unk,2022,2022,59,0.00%,41.31,1.34
Massachusetts,25,40-44 years,40-44,Unknown or Not Stated,Unk,2023,2023,43,0.00%,41.02,1.17
Massachusetts,25,45-49 years,45-49,"Some college credit, but not a degree",4,2018,2018,10,0.00%,46,1.18
Massachusetts,25,45-49 years,45-49,"Some college credit, but not a degree",4,2020,2020,14,0.00%,45.36,0.48
Massachusetts,25,45-49 years,45-49,"Some college credit, but not a degree",4,2021,2021,13,0.00%,45.92,1.27
Massachusetts,25,45-49 years,45-49,"Some college credit, but not a degree",4,2022,2022,11,0.00%,45.64,1.15
Massachusetts,25,45-49 years,45-49,"Associate degree (AA, AS)",5,2018,2018,10,0.00%,46.5,1.28
Massachusetts,25,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2018,2018,28,0.00%,45.75,1.02
Massachusetts,25,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2019,2019,42,0.00%,45.93,1.12
Massachusetts,25,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2020,2020,24,0.00%,46.42,1.5
Massachusetts,25,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2021,2021,25,0.00%,46.12,1.18
Massachusetts,25,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2022,2022,27,0.00%,46.33,1.33
Massachusetts,25,45-49 years,45-49,"Bachelor's degree (BA, AB, BS)",6,2023,2023,35,0.00%,45.91,1.18
Massachusetts,25,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,27,0.00%,46.26,1.4
Massachusetts,25,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,34,0.00%,46.06,1.06
Massachusetts,25,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,43,0.00%,46.51,1.42
Massachusetts,25,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,31,0.00%,45.71,0.96
Massachusetts,25,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,54,0.00%,45.96,1.26
Massachusetts,25,45-49 years,45-49,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,29,0.00%,45.9,1.24
Massachusetts,25,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,13,0.00%,46.69,1.49
Massachusetts,25,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,20,0.00%,45.95,1.2
Massachusetts,25,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,11,0.00%,45.45,0.66
Massachusetts,25,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,17,0.00%,45.82,1.34
Massachusetts,25,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,26,0.00%,45.88,1.15
Massachusetts,25,45-49 years,45-49,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,12,0.00%,46.42,1.11
Massachusetts,25,45-49 years,45-49,Unknown or Not Stated,Unk,2023,2023,10,0.00%,45.9,0.83
Michigan,26,Under 15 years,15,8th grade or less,1,2018,2018,21,0.00%,13.62,0.58
Michigan,26,Under 15 years,15,8th grade or less,1,2019,2019,23,0.00%,13.65,0.56
Michigan,26,Under 15 years,15,8th grade or less,1,2020,2020,28,0.00%,13.79,0.41
Michigan,26,Under 15 years,15,8th grade or less,1,2021,2021,32,0.00%,13.59,0.61
Michigan,26,Under 15 years,15,8th grade or less,1,2022,2022,30,0.00%,13.53,0.56
Michigan,26,Under 15 years,15,8th grade or less,1,2023,2023,18,0.00%,13.39,0.68
Michigan,26,Under 15 years,15,9th through 12th grade with no diploma,2,2018,2018,21,0.00%,14,0
Michigan,26,Under 15 years,15,9th through 12th grade with no diploma,2,2019,2019,23,0.00%,13.96,0.2
Michigan,26,Under 15 years,15,9th through 12th grade with no diploma,2,2020,2020,12,0.00%,14,0
Michigan,26,Under 15 years,15,9th through 12th grade with no diploma,2,2021,2021,20,0.00%,14,0
Michigan,26,Under 15 years,15,9th through 12th grade with no diploma,2,2022,2022,16,0.00%,14,0
Michigan,26,Under 15 years,15,9th through 12th grade with no diploma,2,2023,2023,16,0.00%,13.88,0.33
Michigan,26,15-19 years,15-19,8th grade or less,1,2018,2018,74,0.00%,17.34,1.45
Michigan,26,15-19 years,15-19,8th grade or less,1,2019,2019,60,0.00%,17.37,1.45
Michigan,26,15-19 years,15-19,8th grade or less,1,2020,2020,55,0.00%,17.09,1.42
Michigan,26,15-19 years,15-19,8th grade or less,1,2021,2021,40,0.00%,17.05,1.72
Michigan,26,15-19 years,15-19,8th grade or less,1,2022,2022,62,0.00%,17.03,1.57
Michigan,26,15-19 years,15-19,8th grade or less,1,2023,2023,52,0.00%,17.42,1.5
Michigan,26,15-19 years,15-19,9th through 12th grade with no diploma,2,2018,2018,2129,0.01%,17.69,1.17
Michigan,26,15-19 years,15-19,9th through 12th grade with no diploma,2,2019,2019,1991,0.01%,17.72,1.17
Michigan,26,15-19 years,15-19,9th through 12th grade with no diploma,2,2020,2020,1788,0.01%,17.6,1.21
Michigan,26,15-19 years,15-19,9th through 12th grade with no diploma,2,2021,2021,1638,0.01%,17.61,1.2
Michigan,26,15-19 years,15-19,9th through 12th grade with no diploma,2,2022,2022,1554,0.01%,17.65,1.22
Michigan,26,15-19 years,15-19,9th through 12th grade with no diploma,2,2023,2023,1464,0.01%,17.66,1.19
Michigan,26,15-19 years,15-19,High school graduate or GED completed,3,2018,2018,2062,0.01%,18.53,0.65
Michigan,26,15-19 years,15-19,High school graduate or GED completed,3,2019,2019,2007,0.01%,18.55,0.64
Michigan,26,15-19 years,15-19,High school graduate or GED completed,3,2020,2020,1799,0.01%,18.55,0.66
Michigan,26,15-19 years,15-19,High school graduate or GED completed,3,2021,2021,1677,0.01%,18.55,0.66
Michigan,26,15-19 years,15-19,High school graduate or GED completed,3,2022,2022,1505,0.01%,18.55,0.66
Michigan,26,15-19 years,15-19,High school graduate or GED completed,3,2023,2023,1363,0.01%,18.56,0.63
Michigan,26,15-19 years,15-19,"Some college credit, but not a degree",4,2018,2018,479,0.00%,18.76,0.48
Michigan,26,15-19 years,15-19,"Some college credit, but not a degree",4,2019,2019,408,0.00%,18.79,0.43
Michigan,26,15-19 years,15-19,"Some college credit, but not a degree",4,2020,2020,337,0.00%,18.82,0.42
Michigan,26,15-19 years,15-19,"Some college credit, but not a degree",4,2021,2021,273,0.00%,18.78,0.46
Michigan,26,15-19 years,15-19,"Some college credit, but not a degree",4,2022,2022,251,0.00%,18.76,0.46
Michigan,26,15-19 years,15-19,"Some college credit, but not a degree",4,2023,2023,251,0.00%,18.8,0.46
Michigan,26,15-19 years,15-19,"Associate degree (AA, AS)",5,2018,2018,12,0.00%,19,0
Michigan,26,15-19 years,15-19,"Associate degree (AA, AS)",5,2019,2019,19,0.00%,18.84,0.36
Michigan,26,15-19 years,15-19,"Associate degree (AA, AS)",5,2020,2020,13,0.00%,18.77,0.42
Michigan,26,15-19 years,15-19,"Associate degree (AA, AS)",5,2021,2021,10,0.00%,18.8,0.4
Michigan,26,15-19 years,15-19,"Associate degree (AA, AS)",5,2022,2022,18,0.00%,18.78,0.42
Michigan,26,15-19 years,15-19,"Associate degree (AA, AS)",5,2023,2023,14,0.00%,18.86,0.35
Michigan,26,15-19 years,15-19,Unknown or Not Stated,Unk,2018,2018,58,0.00%,17.9,1.2
Michigan,26,15-19 years,15-19,Unknown or Not Stated,Unk,2019,2019,46,0.00%,17.96,1.22
Michigan,26,15-19 years,15-19,Unknown or Not Stated,Unk,2020,2020,25,0.00%,18.28,1.04
Michigan,26,15-19 years,15-19,Unknown or Not Stated,Unk,2021,2021,25,0.00%,18.2,0.98
Michigan,26,15-19 years,15-19,Unknown or Not Stated,Unk,2022,2022,19,0.00%,18.32,0.98
Michigan,26,15-19 years,15-19,Unknown or Not Stated,Unk,2023,2023,33,0.00%,18.18,0.94
Michigan,26,20-24 years,20-24,8th grade or less,1,2018,2018,217,0.00%,22.31,1.32
Michigan,26,20-24 years,20-24,8th grade or less,1,2019,2019,200,0.00%,22.12,1.29
Michigan,26,20-24 years,20-24,8th grade or less,1,2020,2020,248,0.00%,22.36,1.38
Michigan,26,20-24 years,20-24,8th grade or less,1,2021,2021,211,0.00%,22.4,1.3
Michigan,26,20-24 years,20-24,8th grade or less,1,2022,2022,278,0.00%,22.27,1.31
Michigan,26,20-24 years,20-24,8th grade or less,1,2023,2023,248,0.00%,22.41,1.33
Michigan,26,20-24 years,20-24,9th through 12th grade with no diploma,2,2018,2018,2893,0.02%,21.89,1.43
Michigan,26,20-24 years,20-24,9th through 12th grade with no diploma,2,2019,2019,2780,0.02%,21.87,1.41
Michigan,26,20-24 years,20-24,9th through 12th grade with no diploma,2,2020,2020,2573,0.02%,21.89,1.4
Michigan,26,20-24 years,20-24,9th through 12th grade with no diploma,2,2021,2021,2324,0.01%,21.91,1.37
Michigan,26,20-24 years,20-24,9th through 12th grade with no diploma,2,2022,2022,2196,0.01%,21.94,1.41
Michigan,26,20-24 years,20-24,9th through 12th grade with no diploma,2,2023,2023,2006,0.01%,21.97,1.42
Michigan,26,20-24 years,20-24,High school graduate or GED completed,3,2018,2018,9004,0.05%,22.08,1.4
Michigan,26,20-24 years,20-24,High school graduate or GED completed,3,2019,2019,8821,0.05%,22.05,1.39
Michigan,26,20-24 years,20-24,High school graduate or GED completed,3,2020,2020,8476,0.05%,22.07,1.4
Michigan,26,20-24 years,20-24,High school graduate or GED completed,3,2021,2021,8023,0.05%,22.08,1.39
Michigan,26,20-24 years,20-24,High school graduate or GED completed,3,2022,2022,7713,0.05%,22.1,1.39
Michigan,26,20-24 years,20-24,High school graduate or GED completed,3,2023,2023,7301,0.04%,22.15,1.38
Michigan,26,20-24 years,20-24,"Some college credit, but not a degree",4,2018,2018,5776,0.03%,22.37,1.35
Michigan,26,20-24 years,20-24,"Some college credit, but not a degree",4,2019,2019,5109,0.03%,22.36,1.36
Michigan,26,20-24 years,20-24,"Some college credit, but not a degree",4,2020,2020,4618,0.03%,22.41,1.34
Michigan,26,20-24 years,20-24,"Some college credit, but not a degree",4,2021,2021,4373,0.03%,22.42,1.34
Michigan,26,20-24 years,20-24,"Some college credit, but not a degree",4,2022,2022,3963,0.02%,22.46,1.32
Michigan,26,20-24 years,20-24,"Some college credit, but not a degree",4,2023,2023,3481,0.02%,22.53,1.3
Michigan,26,20-24 years,20-24,"Associate degree (AA, AS)",5,2018,2018,909,0.01%,22.83,1.19
Michigan,26,20-24 years,20-24,"Associate degree (AA, AS)",5,2019,2019,883,0.01%,22.82,1.18
Michigan,26,20-24 years,20-24,"Associate degree (AA, AS)",5,2020,2020,833,0.00%,22.89,1.18
Michigan,26,20-24 years,20-24,"Associate degree (AA, AS)",5,2021,2021,868,0.01%,22.93,1.14
Michigan,26,20-24 years,20-24,"Associate degree (AA, AS)",5,2022,2022,817,0.00%,22.95,1.13
Michigan,26,20-24 years,20-24,"Associate degree (AA, AS)",5,2023,2023,671,0.00%,22.87,1.16
Michigan,26,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2018,2018,877,0.01%,23.25,0.9
Michigan,26,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2019,2019,842,0.00%,23.23,0.92
Michigan,26,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2020,2020,781,0.00%,23.31,0.87
Michigan,26,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2021,2021,768,0.00%,23.31,0.88
Michigan,26,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2022,2022,744,0.00%,23.31,0.89
Michigan,26,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,2023,2023,733,0.00%,23.34,0.83
Michigan,26,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,54,0.00%,23.7,0.57
Michigan,26,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,60,0.00%,23.5,0.7
Michigan,26,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,53,0.00%,23.6,0.68
Michigan,26,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,50,0.00%,23.62,0.69
Michigan,26,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,60,0.00%,23.57,0.74
Michigan,26,20-24 years,20-24,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,63,0.00%,23.62,0.58
Michigan,26,20-24 years,20-24,Unknown or Not Stated,Unk,2018,2018,188,0.00%,22.18,1.38
Michigan,26,20-24 years,20-24,Unknown or Not Stated,Unk,2019,2019,156,0.00%,22.08,1.4
Michigan,26,20-24 years,20-24,Unknown or Not Stated,Unk,2020,2020,105,0.00%,22.3,1.38
Michigan,26,20-24 years,20-24,Unknown or Not Stated,Unk,2021,2021,106,0.00%,22.21,1.35
Michigan,26,20-24 years,20-24,Unknown or Not Stated,Unk,2022,2022,78,0.00%,22.24,1.4
Michigan,26,20-24 years,20-24,Unknown or Not Stated,Unk,2023,2023,92,0.00%,22.34,1.36
Michigan,26,25-29 years,25-29,8th grade or less,1,2018,2018,301,0.00%,26.93,1.37
Michigan,26,25-29 years,25-29,8th grade or less,1,2019,2019,270,0.00%,27.04,1.4
Michigan,26,25-29 years,25-29,8th grade or less,1,2020,2020,252,0.00%,27.13,1.37
Michigan,26,25-29 years,25-29,8th grade or less,1,2021,2021,274,0.00%,26.99,1.45
Michigan,26,25-29 years,25-29,8th grade or less,1,2022,2022,270,0.00%,26.97,1.43
Michigan,26,25-29 years,25-29,8th grade or less,1,2023,2023,283,0.00%,26.81,1.41
Michigan,26,25-29 years,25-29,9th through 12th grade with no diploma,2,2018,2018,1991,0.01%,26.78,1.38
Michigan,26,25-29 years,25-29,9th through 12th grade with no diploma,2,2019,2019,1940,0.01%,26.79,1.38
Michigan,26,25-29 years,25-29,9th through 12th grade with no diploma,2,2020,2020,1810,0.01%,26.76,1.38
Michigan,26,25-29 years,25-29,9th through 12th grade with no diploma,2,2021,2021,1695,0.01%,26.77,1.39
Michigan,26,25-29 years,25-29,9th through 12th grade with no diploma,2,2022,2022,1577,0.01%,26.89,1.42
Michigan,26,25-29 years,25-29,9th through 12th grade with no diploma,2,2023,2023,1455,0.01%,26.8,1.45
Michigan,26,25-29 years,25-29,High school graduate or GED completed,3,2018,2018,7988,0.05%,26.83,1.38
Michigan,26,25-29 years,25-29,High school graduate or GED completed,3,2019,2019,8255,0.05%,26.88,1.4
Michigan,26,25-29 years,25-29,High school graduate or GED completed,3,2020,2020,8099,0.05%,26.94,1.41
Michigan,26,25-29 years,25-29,High school graduate or GED completed,3,2021,2021,8082,0.05%,26.93,1.41
Michigan,26,25-29 years,25-29,High school graduate or GED completed,3,2022,2022,7919,0.05%,26.93,1.4
Michigan,26,25-29 years,25-29,High school graduate or GED completed,3,2023,2023,7338,0.04%,26.95,1.42
Michigan,26,25-29 years,25-29,"Some college credit, but not a degree",4,2018,2018,8850,0.05%,26.97,1.38
Michigan,26,25-29 years,25-29,"Some college credit, but not a degree",4,2019,2019,8260,0.05%,27.04,1.4
Michigan,26,25-29 years,25-29,"Some college credit, but not a degree",4,2020,2020,7689,0.05%,27.06,1.4
Michigan,26,25-29 years,25-29,"Some college credit, but not a degree",4,2021,2021,7433,0.04%,27.09,1.41
Michigan,26,25-29 years,25-29,"Some college credit, but not a degree",4,2022,2022,6691,0.04%,27.07,1.41
Michigan,26,25-29 years,25-29,"Some college credit, but not a degree",4,2023,2023,6397,0.04%,27.08,1.4
Michigan,26,25-29 years,25-29,"Associate degree (AA, AS)",5,2018,2018,3312,0.02%,27.21,1.37
Michigan,26,25-29 years,25-29,"Associate degree (AA, AS)",5,2019,2019,3051,0.02%,27.21,1.39
Michigan,26,25-29 years,25-29,"Associate degree (AA, AS)",5,2020,2020,2964,0.02%,27.27,1.37
Michigan,26,25-29 years,25-29,"Associate degree (AA, AS)",5,2021,2021,2955,0.02%,27.24,1.37
Michigan,26,25-29 years,25-29,"Associate degree (AA, AS)",5,2022,2022,2862,0.02%,27.24,1.38
Michigan,26,25-29 years,25-29,"Associate degree (AA, AS)",5,2023,2023,2739,0.02%,27.18,1.37
Michigan,26,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2018,2018,6570,0.04%,27.48,1.31
Michigan,26,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2019,2019,6420,0.04%,27.46,1.33
Michigan,26,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2020,2020,5821,0.03%,27.44,1.34
Michigan,26,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2021,2021,5990,0.04%,27.43,1.34
Michigan,26,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2022,2022,5809,0.03%,27.41,1.35
Michigan,26,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,2023,2023,5591,0.03%,27.42,1.33
Michigan,26,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2018,2018,1554,0.01%,27.86,1.18
Michigan,26,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2019,2019,1624,0.01%,27.9,1.17
Michigan,26,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2020,2020,1531,0.01%,27.82,1.19
Michigan,26,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2021,2021,1507,0.01%,27.83,1.19
Michigan,26,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2022,2022,1557,0.01%,27.81,1.2
Michigan,26,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2023,2023,1508,0.01%,27.77,1.22
Michigan,26,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2018,2018,327,0.00%,27.98,1.1
Michigan,26,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2019,2019,304,0.00%,28.11,1.01
Michigan,26,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2020,2020,316,0.00%,28.11,1.05
Michigan,26,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2021,2021,332,0.00%,28,1.09
Michigan,26,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2022,2022,346,0.00%,27.97,1.15
Michigan,26,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,2023,2023,360,0.00%,27.96,1.12
Michigan,26,25-29 years,25-29,Unknown or Not Stated,Unk,2018,2018,226,0.00%,27.07,1.41
Michigan,26,25-29 years,25-29,Unknown or Not Stated,Unk,2019,2019,260,0.00%,27.13,1.36
Michigan,26,25-29 years,25-29,Unknown or Not Stated,Unk,2020,2020,181,0.00%,27.25,1.39
Michigan,26,25-29 years,25-29,Unknown or Not Stated,Unk,2021,2021,209,0.00%,27.33,1.39
